outlet_code,item_department,week,total_sales_qty,sales_next_week,fe_avg_4_week_sales,fe_4_weeks_std_dev_weekly,fe_4_weeks_weekly_min_sales,fe_4_weeks_weekly_max_sales,previous_week_sales,prev_2_weeks_sales,prev_3_weeks_sales,prev_month_sales,outlet_min_sales,outlet_max_sales,fe_sales_change_vs_next_week,fe_sales_change_vs_previous_week,fe_sales_to_max_sales_ratio,fe_cumulative_sales,month,week_month,week_year,quarter_year,outlet_area,outlet_parking_lots,outlet_profile_category,outlet_cluster_category,item_category,row
E,Beverages,2022-05-09,238.0,235.0,1457.0,104.18253212511223,1313.0,1562.0,403.0,641.0,1021.0,1273.0,0.0,1051.0,-3.0,-165.0,0.05171664493698392,555662.0,5,2,19,2,10000,12,High,Medium,Ambient Liquid Milk,1.0
E,Beverages,2022-05-09,238.0,235.0,1457.0,104.18253212511223,1313.0,1562.0,403.0,641.0,1021.0,1273.0,0.0,1051.0,-3.0,-165.0,0.05171664493698392,555662.0,5,2,19,2,10000,12,High,Medium,Single Consumption RTD Beverages,2.0
E,Beverages,2022-05-09,238.0,235.0,1457.0,104.18253212511223,1313.0,1562.0,403.0,641.0,1021.0,1273.0,0.0,1051.0,-3.0,-165.0,0.05171664493698392,555662.0,5,2,19,2,10000,12,High,Medium,Powdered Milk,3.0
E,Beverages,2022-05-09,238.0,235.0,1457.0,104.18253212511223,1313.0,1562.0,403.0,641.0,1021.0,1273.0,0.0,1051.0,-3.0,-165.0,0.05171664493698392,555662.0,5,2,19,2,10000,12,High,Medium,Multiple Consumption RTD Beverages,4.0
E,Beverages,2022-05-09,238.0,235.0,1457.0,104.18253212511223,1313.0,1562.0,403.0,641.0,1021.0,1273.0,0.0,1051.0,-3.0,-165.0,0.05171664493698392,555662.0,5,2,19,2,10000,12,High,Medium,Non Flavored Tea,5.0
A,Grocery,2022-05-09,3007.0,2739.0,1497.75,42.991278185232424,1472.0,1562.0,2580.0,5587.0,8428.0,11159.0,40.0,3516.0,-268.0,427.0,0.6534115601912213,109035.0,5,2,19,2,10150,52,Moderate,Small,Ambient Instant Noodles,1.0
A,Grocery,2022-05-09,3007.0,2739.0,1497.75,42.991278185232424,1472.0,1562.0,2580.0,5587.0,8428.0,11159.0,40.0,3516.0,-268.0,427.0,0.6534115601912213,109035.0,5,2,19,2,10150,52,Moderate,Small,Rice,2.0
A,Grocery,2022-05-09,3007.0,2739.0,1497.75,42.991278185232424,1472.0,1562.0,2580.0,5587.0,8428.0,11159.0,40.0,3516.0,-268.0,427.0,0.6534115601912213,109035.0,5,2,19,2,10150,52,Moderate,Small,Sweet Biscuits & Cookies Regular,3.0
A,Grocery,2022-05-09,3007.0,2739.0,1497.75,42.991278185232424,1472.0,1562.0,2580.0,5587.0,8428.0,11159.0,40.0,3516.0,-268.0,427.0,0.6534115601912213,109035.0,5,2,19,2,10150,52,Moderate,Small,Crackers,4.0
A,Grocery,2022-05-09,3007.0,2739.0,1497.75,42.991278185232424,1472.0,1562.0,2580.0,5587.0,8428.0,11159.0,40.0,3516.0,-268.0,427.0,0.6534115601912213,109035.0,5,2,19,2,10150,52,Moderate,Small,Sugar Confectionary,5.0
D,Grocery,2022-05-09,2983.0,3061.0,1448.25,117.72956298228597,1283.0,1562.0,3280.0,6263.0,9433.0,12928.0,52.0,4602.0,78.0,-297.0,0.6481964363320295,494560.0,5,2,19,2,11237,68,Moderate,Small,Ambient Instant Noodles,1.0
D,Grocery,2022-05-09,2983.0,3061.0,1448.25,117.72956298228597,1283.0,1562.0,3280.0,6263.0,9433.0,12928.0,52.0,4602.0,78.0,-297.0,0.6481964363320295,494560.0,5,2,19,2,11237,68,Moderate,Small,Rice,2.0
D,Grocery,2022-05-09,2983.0,3061.0,1448.25,117.72956298228597,1283.0,1562.0,3280.0,6263.0,9433.0,12928.0,52.0,4602.0,78.0,-297.0,0.6481964363320295,494560.0,5,2,19,2,11237,68,Moderate,Small,Sweet Biscuits & Cookies Regular,3.0
D,Grocery,2022-05-09,2983.0,3061.0,1448.25,117.72956298228597,1283.0,1562.0,3280.0,6263.0,9433.0,12928.0,52.0,4602.0,78.0,-297.0,0.6481964363320295,494560.0,5,2,19,2,11237,68,Moderate,Small,Crackers,4.0
D,Grocery,2022-05-09,2983.0,3061.0,1448.25,117.72956298228597,1283.0,1562.0,3280.0,6263.0,9433.0,12928.0,52.0,4602.0,78.0,-297.0,0.6481964363320295,494560.0,5,2,19,2,11237,68,Moderate,Small,"Snack-Nuts,Peas & Mixes",5.0
A,Chilled,2022-05-09,365.0,279.0,1404.5,136.91481536585695,1283.0,1562.0,284.0,649.0,949.0,1237.0,40.0,3516.0,-86.0,81.0,0.07931334202520643,57271.0,5,2,19,2,10150,52,Moderate,Small,Fat Spread,1.0
A,Chilled,2022-05-09,365.0,279.0,1404.5,136.91481536585695,1283.0,1562.0,284.0,649.0,949.0,1237.0,40.0,3516.0,-86.0,81.0,0.07931334202520643,57271.0,5,2,19,2,10150,52,Moderate,Small,Curd,2.0
A,Chilled,2022-05-09,365.0,279.0,1404.5,136.91481536585695,1283.0,1562.0,284.0,649.0,949.0,1237.0,40.0,3516.0,-86.0,81.0,0.07931334202520643,57271.0,5,2,19,2,10150,52,Moderate,Small,Butter,3.0
A,Chilled,2022-05-09,365.0,279.0,1404.5,136.91481536585695,1283.0,1562.0,284.0,649.0,949.0,1237.0,40.0,3516.0,-86.0,81.0,0.07931334202520643,57271.0,5,2,19,2,10150,52,Moderate,Small,Whipping Cream,4.0
A,Chilled,2022-05-09,365.0,279.0,1404.5,136.91481536585695,1283.0,1562.0,284.0,649.0,949.0,1237.0,40.0,3516.0,-86.0,81.0,0.07931334202520643,57271.0,5,2,19,2,10150,52,Moderate,Small,Stirred Yogurt,5.0
B,Grocery,2022-05-09,2059.0,1817.0,1334.25,94.76769843499788,1281.0,1476.0,1549.0,3608.0,5527.0,7183.0,32.0,2395.0,-242.0,510.0,0.4474141677531508,219029.0,5,2,19,2,11500,50,High,Medium,Ambient Instant Noodles,1.0
B,Grocery,2022-05-09,2059.0,1817.0,1334.25,94.76769843499788,1281.0,1476.0,1549.0,3608.0,5527.0,7183.0,32.0,2395.0,-242.0,510.0,0.4474141677531508,219029.0,5,2,19,2,11500,50,High,Medium,Rice,2.0
B,Grocery,2022-05-09,2059.0,1817.0,1334.25,94.76769843499788,1281.0,1476.0,1549.0,3608.0,5527.0,7183.0,32.0,2395.0,-242.0,510.0,0.4474141677531508,219029.0,5,2,19,2,11500,50,High,Medium,Sweet Biscuits & Cookies Regular,3.0
B,Grocery,2022-05-09,2059.0,1817.0,1334.25,94.76769843499788,1281.0,1476.0,1549.0,3608.0,5527.0,7183.0,32.0,2395.0,-242.0,510.0,0.4474141677531508,219029.0,5,2,19,2,11500,50,High,Medium,"Snack-Nuts,Peas & Mixes",4.0
B,Grocery,2022-05-09,2059.0,1817.0,1334.25,94.76769843499788,1281.0,1476.0,1549.0,3608.0,5527.0,7183.0,32.0,2395.0,-242.0,510.0,0.4474141677531508,219029.0,5,2,19,2,11500,50,High,Medium,Sugar Confectionary,5.0
A,Beverages,2022-05-09,755.0,993.0,1326.5,79.32002689527216,1281.0,1445.0,1225.0,1980.0,3157.0,4958.0,40.0,3516.0,238.0,-470.0,0.16405910473707083,20726.0,5,2,19,2,10150,52,Moderate,Small,Ambient Liquid Milk,1.0
A,Beverages,2022-05-09,755.0,993.0,1326.5,79.32002689527216,1281.0,1445.0,1225.0,1980.0,3157.0,4958.0,40.0,3516.0,238.0,-470.0,0.16405910473707083,20726.0,5,2,19,2,10150,52,Moderate,Small,Powdered Milk,2.0
A,Beverages,2022-05-09,755.0,993.0,1326.5,79.32002689527216,1281.0,1445.0,1225.0,1980.0,3157.0,4958.0,40.0,3516.0,238.0,-470.0,0.16405910473707083,20726.0,5,2,19,2,10150,52,Moderate,Small,Single Consumption RTD Beverages,3.0
A,Beverages,2022-05-09,755.0,993.0,1326.5,79.32002689527216,1281.0,1445.0,1225.0,1980.0,3157.0,4958.0,40.0,3516.0,238.0,-470.0,0.16405910473707083,20726.0,5,2,19,2,10150,52,Moderate,Small,Multiple Consumption RTD Beverages,4.0
A,Beverages,2022-05-09,755.0,993.0,1326.5,79.32002689527216,1281.0,1445.0,1225.0,1980.0,3157.0,4958.0,40.0,3516.0,238.0,-470.0,0.16405910473707083,20726.0,5,2,19,2,10150,52,Moderate,Small,Non Flavored Tea,5.0
E,Chilled,2022-05-09,82.0,50.0,1264.0,170.7825127659934,1033.0,1445.0,55.0,137.0,175.0,239.0,0.0,1051.0,-32.0,27.0,0.017818339852238158,563748.0,5,2,19,2,10000,12,High,Medium,Fat Spread,1.0
E,Chilled,2022-05-09,82.0,50.0,1264.0,170.7825127659934,1033.0,1445.0,55.0,137.0,175.0,239.0,0.0,1051.0,-32.0,27.0,0.017818339852238158,563748.0,5,2,19,2,10000,12,High,Medium,Curd,2.0
E,Chilled,2022-05-09,82.0,50.0,1264.0,170.7825127659934,1033.0,1445.0,55.0,137.0,175.0,239.0,0.0,1051.0,-32.0,27.0,0.017818339852238158,563748.0,5,2,19,2,10000,12,High,Medium,Butter,3.0
E,Chilled,2022-05-09,82.0,50.0,1264.0,170.7825127659934,1033.0,1445.0,55.0,137.0,175.0,239.0,0.0,1051.0,-32.0,27.0,0.017818339852238158,563748.0,5,2,19,2,10000,12,High,Medium,Whipping Cream,4.0
E,Chilled,2022-05-09,82.0,50.0,1264.0,170.7825127659934,1033.0,1445.0,55.0,137.0,175.0,239.0,0.0,1051.0,-32.0,27.0,0.017818339852238158,563748.0,5,2,19,2,10000,12,High,Medium,Stirred Yogurt,5.0
C,Grocery,2022-05-09,2606.0,1978.0,1343.75,248.2436639003435,1033.0,1616.0,2232.0,4838.0,7375.0,9410.0,27.0,2903.0,-628.0,374.0,0.5662755323772273,348459.0,5,2,19,2,14425,41,High,Large,Ambient Instant Noodles,1.0
C,Grocery,2022-05-09,2606.0,1978.0,1343.75,248.2436639003435,1033.0,1616.0,2232.0,4838.0,7375.0,9410.0,27.0,2903.0,-628.0,374.0,0.5662755323772273,348459.0,5,2,19,2,14425,41,High,Large,Sweet Biscuits & Cookies Regular,2.0
C,Grocery,2022-05-09,2606.0,1978.0,1343.75,248.2436639003435,1033.0,1616.0,2232.0,4838.0,7375.0,9410.0,27.0,2903.0,-628.0,374.0,0.5662755323772273,348459.0,5,2,19,2,14425,41,High,Large,Rice,3.0
C,Grocery,2022-05-09,2606.0,1978.0,1343.75,248.2436639003435,1033.0,1616.0,2232.0,4838.0,7375.0,9410.0,27.0,2903.0,-628.0,374.0,0.5662755323772273,348459.0,5,2,19,2,14425,41,High,Large,Liquid Cooking Oils & Fats,4.0
C,Grocery,2022-05-09,2606.0,1978.0,1343.75,248.2436639003435,1033.0,1616.0,2232.0,4838.0,7375.0,9410.0,27.0,2903.0,-628.0,374.0,0.5662755323772273,348459.0,5,2,19,2,14425,41,High,Large,Crackers,5.0
B,Beverages,2022-05-09,367.0,630.0,1570.75,479.32895802361037,1033.0,2189.0,709.0,1076.0,1603.0,2346.0,32.0,2395.0,263.0,-342.0,0.07974793568013908,170532.0,5,2,19,2,11500,50,High,Medium,Ambient Liquid Milk,1.0
B,Beverages,2022-05-09,367.0,630.0,1570.75,479.32895802361037,1033.0,2189.0,709.0,1076.0,1603.0,2346.0,32.0,2395.0,263.0,-342.0,0.07974793568013908,170532.0,5,2,19,2,11500,50,High,Medium,Single Consumption RTD Beverages,2.0
B,Beverages,2022-05-09,367.0,630.0,1570.75,479.32895802361037,1033.0,2189.0,709.0,1076.0,1603.0,2346.0,32.0,2395.0,263.0,-342.0,0.07974793568013908,170532.0,5,2,19,2,11500,50,High,Medium,Powdered Milk,3.0
B,Beverages,2022-05-09,367.0,630.0,1570.75,479.32895802361037,1033.0,2189.0,709.0,1076.0,1603.0,2346.0,32.0,2395.0,263.0,-342.0,0.07974793568013908,170532.0,5,2,19,2,11500,50,High,Medium,Multiple Consumption RTD Beverages,4.0
B,Beverages,2022-05-09,367.0,630.0,1570.75,479.32895802361037,1033.0,2189.0,709.0,1076.0,1603.0,2346.0,32.0,2395.0,263.0,-342.0,0.07974793568013908,170532.0,5,2,19,2,11500,50,High,Medium,Non Flavored Tea,5.0
B,Grocery,2022-05-16,1817.0,1875.0,1553.25,486.67194631839357,1033.0,2189.0,2059.0,3876.0,5425.0,7344.0,32.0,2395.0,58.0,-242.0,0.3948283355063016,220846.0,5,3,20,2,11500,50,High,Medium,Ambient Instant Noodles,1.0
B,Grocery,2022-05-16,1817.0,1875.0,1553.25,486.67194631839357,1033.0,2189.0,2059.0,3876.0,5425.0,7344.0,32.0,2395.0,58.0,-242.0,0.3948283355063016,220846.0,5,3,20,2,11500,50,High,Medium,Rice,2.0
B,Grocery,2022-05-16,1817.0,1875.0,1553.25,486.67194631839357,1033.0,2189.0,2059.0,3876.0,5425.0,7344.0,32.0,2395.0,58.0,-242.0,0.3948283355063016,220846.0,5,3,20,2,11500,50,High,Medium,Sweet Biscuits & Cookies Regular,3.0
B,Grocery,2022-05-16,1817.0,1875.0,1553.25,486.67194631839357,1033.0,2189.0,2059.0,3876.0,5425.0,7344.0,32.0,2395.0,58.0,-242.0,0.3948283355063016,220846.0,5,3,20,2,11500,50,High,Medium,"Snack-Nuts,Peas & Mixes",4.0
B,Grocery,2022-05-16,1817.0,1875.0,1553.25,486.67194631839357,1033.0,2189.0,2059.0,3876.0,5425.0,7344.0,32.0,2395.0,58.0,-242.0,0.3948283355063016,220846.0,5,3,20,2,11500,50,High,Medium,Sugar Confectionary,5.0
E,Chilled,2022-05-16,50.0,56.0,1585.5,443.0218203805918,1162.0,2189.0,82.0,132.0,187.0,225.0,0.0,1051.0,6.0,-32.0,0.01086484137331595,563798.0,5,3,20,2,10000,12,High,Medium,Fat Spread,1.0
E,Chilled,2022-05-16,50.0,56.0,1585.5,443.0218203805918,1162.0,2189.0,82.0,132.0,187.0,225.0,0.0,1051.0,6.0,-32.0,0.01086484137331595,563798.0,5,3,20,2,10000,12,High,Medium,Curd,2.0
E,Chilled,2022-05-16,50.0,56.0,1585.5,443.0218203805918,1162.0,2189.0,82.0,132.0,187.0,225.0,0.0,1051.0,6.0,-32.0,0.01086484137331595,563798.0,5,3,20,2,10000,12,High,Medium,Butter,3.0
E,Chilled,2022-05-16,50.0,56.0,1585.5,443.0218203805918,1162.0,2189.0,82.0,132.0,187.0,225.0,0.0,1051.0,6.0,-32.0,0.01086484137331595,563798.0,5,3,20,2,10000,12,High,Medium,Whipping Cream,4.0
E,Chilled,2022-05-16,50.0,56.0,1585.5,443.0218203805918,1162.0,2189.0,82.0,132.0,187.0,225.0,0.0,1051.0,6.0,-32.0,0.01086484137331595,563798.0,5,3,20,2,10000,12,High,Medium,Stirred Yogurt,5.0
E,Beverages,2022-05-16,235.0,264.0,1473.25,487.3796432624845,1162.0,2189.0,238.0,473.0,876.0,1256.0,0.0,1051.0,29.0,-3.0,0.051064754454584964,555897.0,5,3,20,2,10000,12,High,Medium,Ambient Liquid Milk,1.0
E,Beverages,2022-05-16,235.0,264.0,1473.25,487.3796432624845,1162.0,2189.0,238.0,473.0,876.0,1256.0,0.0,1051.0,29.0,-3.0,0.051064754454584964,555897.0,5,3,20,2,10000,12,High,Medium,Single Consumption RTD Beverages,2.0
E,Beverages,2022-05-16,235.0,264.0,1473.25,487.3796432624845,1162.0,2189.0,238.0,473.0,876.0,1256.0,0.0,1051.0,29.0,-3.0,0.051064754454584964,555897.0,5,3,20,2,10000,12,High,Medium,Powdered Milk,3.0
E,Beverages,2022-05-16,235.0,264.0,1473.25,487.3796432624845,1162.0,2189.0,238.0,473.0,876.0,1256.0,0.0,1051.0,29.0,-3.0,0.051064754454584964,555897.0,5,3,20,2,10000,12,High,Medium,Multiple Consumption RTD Beverages,4.0
E,Beverages,2022-05-16,235.0,264.0,1473.25,487.3796432624845,1162.0,2189.0,238.0,473.0,876.0,1256.0,0.0,1051.0,29.0,-3.0,0.051064754454584964,555897.0,5,3,20,2,10000,12,High,Medium,Non Flavored Tea,5.0
C,Beverages,2022-05-16,1167.0,2421.0,1531.25,601.4129889961916,1162.0,2421.0,1162.0,2329.0,3704.0,5893.0,27.0,2903.0,1254.0,5.0,0.25358539765319427,275597.0,5,3,20,2,14425,41,High,Large,Ambient Liquid Milk,1.0
C,Beverages,2022-05-16,1167.0,2421.0,1531.25,601.4129889961916,1162.0,2421.0,1162.0,2329.0,3704.0,5893.0,27.0,2903.0,1254.0,5.0,0.25358539765319427,275597.0,5,3,20,2,14425,41,High,Large,Powdered Milk,2.0
C,Beverages,2022-05-16,1167.0,2421.0,1531.25,601.4129889961916,1162.0,2421.0,1162.0,2329.0,3704.0,5893.0,27.0,2903.0,1254.0,5.0,0.25358539765319427,275597.0,5,3,20,2,14425,41,High,Large,Single Consumption RTD Beverages,3.0
C,Beverages,2022-05-16,1167.0,2421.0,1531.25,601.4129889961916,1162.0,2421.0,1162.0,2329.0,3704.0,5893.0,27.0,2903.0,1254.0,5.0,0.25358539765319427,275597.0,5,3,20,2,14425,41,High,Large,Multiple Consumption RTD Beverages,4.0
C,Beverages,2022-05-16,1167.0,2421.0,1531.25,601.4129889961916,1162.0,2421.0,1162.0,2329.0,3704.0,5893.0,27.0,2903.0,1254.0,5.0,0.25358539765319427,275597.0,5,3,20,2,14425,41,High,Large,Non Flavored Tea,5.0
A,Grocery,2022-05-16,2739.0,2913.0,1607.75,594.3328893249417,1162.0,2421.0,3007.0,5746.0,8326.0,11167.0,40.0,3516.0,174.0,-268.0,0.5951760104302477,111774.0,5,3,20,2,10150,52,Moderate,Small,Ambient Instant Noodles,1.0
A,Grocery,2022-05-16,2739.0,2913.0,1607.75,594.3328893249417,1162.0,2421.0,3007.0,5746.0,8326.0,11167.0,40.0,3516.0,174.0,-268.0,0.5951760104302477,111774.0,5,3,20,2,10150,52,Moderate,Small,Rice,2.0
A,Grocery,2022-05-16,2739.0,2913.0,1607.75,594.3328893249417,1162.0,2421.0,3007.0,5746.0,8326.0,11167.0,40.0,3516.0,174.0,-268.0,0.5951760104302477,111774.0,5,3,20,2,10150,52,Moderate,Small,Sweet Biscuits & Cookies Regular,3.0
A,Grocery,2022-05-16,2739.0,2913.0,1607.75,594.3328893249417,1162.0,2421.0,3007.0,5746.0,8326.0,11167.0,40.0,3516.0,174.0,-268.0,0.5951760104302477,111774.0,5,3,20,2,10150,52,Moderate,Small,Crackers,4.0
A,Grocery,2022-05-16,2739.0,2913.0,1607.75,594.3328893249417,1162.0,2421.0,3007.0,5746.0,8326.0,11167.0,40.0,3516.0,174.0,-268.0,0.5951760104302477,111774.0,5,3,20,2,10150,52,Moderate,Small,Sugar Confectionary,5.0
B,Beverages,2022-05-16,630.0,707.0,1639.0,565.6783538372314,1167.0,2421.0,367.0,997.0,1706.0,2233.0,32.0,2395.0,77.0,263.0,0.13689700130378096,171162.0,5,3,20,2,11500,50,High,Medium,Ambient Liquid Milk,1.0
B,Beverages,2022-05-16,630.0,707.0,1639.0,565.6783538372314,1167.0,2421.0,367.0,997.0,1706.0,2233.0,32.0,2395.0,77.0,263.0,0.13689700130378096,171162.0,5,3,20,2,11500,50,High,Medium,Single Consumption RTD Beverages,2.0
B,Beverages,2022-05-16,630.0,707.0,1639.0,565.6783538372314,1167.0,2421.0,367.0,997.0,1706.0,2233.0,32.0,2395.0,77.0,263.0,0.13689700130378096,171162.0,5,3,20,2,11500,50,High,Medium,Powdered Milk,3.0
B,Beverages,2022-05-16,630.0,707.0,1639.0,565.6783538372314,1167.0,2421.0,367.0,997.0,1706.0,2233.0,32.0,2395.0,77.0,263.0,0.13689700130378096,171162.0,5,3,20,2,11500,50,High,Medium,Multiple Consumption RTD Beverages,4.0
B,Beverages,2022-05-16,630.0,707.0,1639.0,565.6783538372314,1167.0,2421.0,367.0,997.0,1706.0,2233.0,32.0,2395.0,77.0,263.0,0.13689700130378096,171162.0,5,3,20,2,11500,50,High,Medium,Non Flavored Tea,5.0
D,Beverages,2022-05-16,852.0,1426.0,1680.25,524.2883271635942,1287.0,2421.0,596.0,1448.0,2602.0,3886.0,52.0,4602.0,574.0,256.0,0.18513689700130379,406230.0,5,3,20,2,11237,68,Moderate,Small,Ambient Liquid Milk,1.0
D,Beverages,2022-05-16,852.0,1426.0,1680.25,524.2883271635942,1287.0,2421.0,596.0,1448.0,2602.0,3886.0,52.0,4602.0,574.0,256.0,0.18513689700130379,406230.0,5,3,20,2,11237,68,Moderate,Small,Single Consumption RTD Beverages,2.0
D,Beverages,2022-05-16,852.0,1426.0,1680.25,524.2883271635942,1287.0,2421.0,596.0,1448.0,2602.0,3886.0,52.0,4602.0,574.0,256.0,0.18513689700130379,406230.0,5,3,20,2,11237,68,Moderate,Small,Powdered Milk,3.0
D,Beverages,2022-05-16,852.0,1426.0,1680.25,524.2883271635942,1287.0,2421.0,596.0,1448.0,2602.0,3886.0,52.0,4602.0,574.0,256.0,0.18513689700130379,406230.0,5,3,20,2,11237,68,Moderate,Small,Multiple Consumption RTD Beverages,4.0
D,Beverages,2022-05-16,852.0,1426.0,1680.25,524.2883271635942,1287.0,2421.0,596.0,1448.0,2602.0,3886.0,52.0,4602.0,574.0,256.0,0.18513689700130379,406230.0,5,3,20,2,11237,68,Moderate,Small,Concentrated Liquid Drinks,5.0
C,Grocery,2022-05-16,1978.0,2365.0,1409.5,182.4253271889624,1287.0,1681.0,2606.0,4584.0,6816.0,9353.0,27.0,2903.0,387.0,-628.0,0.42981312472837896,350437.0,5,3,20,2,14425,41,High,Large,Ambient Instant Noodles,1.0
C,Grocery,2022-05-16,1978.0,2365.0,1409.5,182.4253271889624,1287.0,1681.0,2606.0,4584.0,6816.0,9353.0,27.0,2903.0,387.0,-628.0,0.42981312472837896,350437.0,5,3,20,2,14425,41,High,Large,Sweet Biscuits & Cookies Regular,2.0
C,Grocery,2022-05-16,1978.0,2365.0,1409.5,182.4253271889624,1287.0,1681.0,2606.0,4584.0,6816.0,9353.0,27.0,2903.0,387.0,-628.0,0.42981312472837896,350437.0,5,3,20,2,14425,41,High,Large,Rice,3.0
C,Grocery,2022-05-16,1978.0,2365.0,1409.5,182.4253271889624,1287.0,1681.0,2606.0,4584.0,6816.0,9353.0,27.0,2903.0,387.0,-628.0,0.42981312472837896,350437.0,5,3,20,2,14425,41,High,Large,Liquid Cooking Oils & Fats,4.0
C,Grocery,2022-05-16,1978.0,2365.0,1409.5,182.4253271889624,1287.0,1681.0,2606.0,4584.0,6816.0,9353.0,27.0,2903.0,387.0,-628.0,0.42981312472837896,350437.0,5,3,20,2,14425,41,High,Large,Crackers,5.0
D,Chilled,2022-05-16,278.0,233.0,1333.25,36.47259244967357,1287.0,1376.0,230.0,508.0,775.0,1000.0,52.0,4602.0,-45.0,48.0,0.06040851803563668,434617.0,5,3,20,2,11237,68,Moderate,Small,Fat Spread,1.0
D,Chilled,2022-05-16,278.0,233.0,1333.25,36.47259244967357,1287.0,1376.0,230.0,508.0,775.0,1000.0,52.0,4602.0,-45.0,48.0,0.06040851803563668,434617.0,5,3,20,2,11237,68,Moderate,Small,Curd,2.0
D,Chilled,2022-05-16,278.0,233.0,1333.25,36.47259244967357,1287.0,1376.0,230.0,508.0,775.0,1000.0,52.0,4602.0,-45.0,48.0,0.06040851803563668,434617.0,5,3,20,2,11237,68,Moderate,Small,Butter,3.0
D,Chilled,2022-05-16,278.0,233.0,1333.25,36.47259244967357,1287.0,1376.0,230.0,508.0,775.0,1000.0,52.0,4602.0,-45.0,48.0,0.06040851803563668,434617.0,5,3,20,2,11237,68,Moderate,Small,Cheese Slices,4.0
D,Chilled,2022-05-16,278.0,233.0,1333.25,36.47259244967357,1287.0,1376.0,230.0,508.0,775.0,1000.0,52.0,4602.0,-45.0,48.0,0.06040851803563668,434617.0,5,3,20,2,11237,68,Moderate,Small,Whipping Cream,5.0
C,Chilled,2022-05-16,172.0,86.0,1421.25,146.46814215612434,1332.0,1639.0,291.0,463.0,643.0,820.0,27.0,2903.0,-86.0,-119.0,0.03737505432420687,310006.0,5,3,20,2,14425,41,High,Large,Fat Spread,1.0
C,Chilled,2022-05-16,172.0,86.0,1421.25,146.46814215612434,1332.0,1639.0,291.0,463.0,643.0,820.0,27.0,2903.0,-86.0,-119.0,0.03737505432420687,310006.0,5,3,20,2,14425,41,High,Large,Butter,2.0
C,Chilled,2022-05-16,172.0,86.0,1421.25,146.46814215612434,1332.0,1639.0,291.0,463.0,643.0,820.0,27.0,2903.0,-86.0,-119.0,0.03737505432420687,310006.0,5,3,20,2,14425,41,High,Large,Curd,3.0
C,Chilled,2022-05-16,172.0,86.0,1421.25,146.46814215612434,1332.0,1639.0,291.0,463.0,643.0,820.0,27.0,2903.0,-86.0,-119.0,0.03737505432420687,310006.0,5,3,20,2,14425,41,High,Large,Whipping Cream,4.0
C,Chilled,2022-05-16,172.0,86.0,1421.25,146.46814215612434,1332.0,1639.0,291.0,463.0,643.0,820.0,27.0,2903.0,-86.0,-119.0,0.03737505432420687,310006.0,5,3,20,2,14425,41,High,Large,Cheese Slices,5.0
D,Grocery,2022-05-16,3061.0,3562.0,1438.0,136.34026062270325,1338.0,1639.0,2983.0,6044.0,9324.0,12494.0,52.0,4602.0,501.0,78.0,0.6651455888744024,497621.0,5,3,20,2,11237,68,Moderate,Small,Ambient Instant Noodles,1.0
D,Grocery,2022-05-16,3061.0,3562.0,1438.0,136.34026062270325,1338.0,1639.0,2983.0,6044.0,9324.0,12494.0,52.0,4602.0,501.0,78.0,0.6651455888744024,497621.0,5,3,20,2,11237,68,Moderate,Small,Rice,2.0
D,Grocery,2022-05-16,3061.0,3562.0,1438.0,136.34026062270325,1338.0,1639.0,2983.0,6044.0,9324.0,12494.0,52.0,4602.0,501.0,78.0,0.6651455888744024,497621.0,5,3,20,2,11237,68,Moderate,Small,Sweet Biscuits & Cookies Regular,3.0
D,Grocery,2022-05-16,3061.0,3562.0,1438.0,136.34026062270325,1338.0,1639.0,2983.0,6044.0,9324.0,12494.0,52.0,4602.0,501.0,78.0,0.6651455888744024,497621.0,5,3,20,2,11237,68,Moderate,Small,Crackers,4.0
D,Grocery,2022-05-16,3061.0,3562.0,1438.0,136.34026062270325,1338.0,1639.0,2983.0,6044.0,9324.0,12494.0,52.0,4602.0,501.0,78.0,0.6651455888744024,497621.0,5,3,20,2,11237,68,Moderate,Small,"Snack-Nuts,Peas & Mixes",5.0
E,Grocery,2022-05-16,911.0,994.0,1444.0,130.89181283283781,1362.0,1639.0,994.0,1905.0,2614.0,3616.0,0.0,1051.0,83.0,-83.0,0.1979574098218166,573679.0,5,3,20,2,10000,12,High,Medium,Ambient Instant Noodles,1.0
E,Grocery,2022-05-16,911.0,994.0,1444.0,130.89181283283781,1362.0,1639.0,994.0,1905.0,2614.0,3616.0,0.0,1051.0,83.0,-83.0,0.1979574098218166,573679.0,5,3,20,2,10000,12,High,Medium,Rice,2.0
E,Grocery,2022-05-16,911.0,994.0,1444.0,130.89181283283781,1362.0,1639.0,994.0,1905.0,2614.0,3616.0,0.0,1051.0,83.0,-83.0,0.1979574098218166,573679.0,5,3,20,2,10000,12,High,Medium,Sweet Biscuits & Cookies Regular,3.0
E,Grocery,2022-05-16,911.0,994.0,1444.0,130.89181283283781,1362.0,1639.0,994.0,1905.0,2614.0,3616.0,0.0,1051.0,83.0,-83.0,0.1979574098218166,573679.0,5,3,20,2,10000,12,High,Medium,Sugar Confectionary,4.0
E,Grocery,2022-05-16,911.0,994.0,1444.0,130.89181283283781,1362.0,1639.0,994.0,1905.0,2614.0,3616.0,0.0,1051.0,83.0,-83.0,0.1979574098218166,573679.0,5,3,20,2,10000,12,High,Medium,"Snack-Nuts,Peas & Mixes",5.0
