item_code,item_category,item_sub_department,item_department
43954,Chilled Cakes,Desserts,Chilled
998539,FOW-Sri Lanka,FOW,Grocery
815587,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
754765,Ambient Table Sauces,Sauce,Grocery
1044448,Canned Vegetables,Processed / Preserved Vegetables,Grocery
851074,Unclassified,Processed / Preserved Vegetables,Grocery
1005235,Dessert Fruits & Nuts,Desserts,Grocery
1099807,Instant Mixes,Flour,Grocery
25747,Paste/Mixes,Seasoning,Grocery
1033882,Body Cleansing,Hand & Body Care,Household
999070,Lip Cosmetics,Cosmetics,Household
896173,Baby Ready Meals,Baby Foods,Household
401875,Facial Cleansing,Facial Care,Household
799351,Car Care Air Freshener,Car Care,Household
92401,Mouth Wash & Breath Freshener,Oral Care,Household
1067965,Powdered Milk,Milk & Creamers,Beverages
4624,Assorted,Pasta,Grocery
831679,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
487960,Imported,Confectionery,Grocery
1015387,Muesli,Cereals,Grocery
129265,Sauce/Topping,Desserts,Grocery
93004,Packaged Dry Pasta,Pasta & Noodles,Grocery
899908,Paste/Mixes,Seasoning,Grocery
905731,Body Cleansing,Hand & Body Care,Household
1037284,Body Cleansing,Hand & Body Care,Household
1046419,Body Cleansing,Hand & Body Care,Household
263104,Washing Detergents,Laundry Care,Household
60802,Cleaning Containers,Cleaning Durables,Household
89962,Skin and Hair Care,Baby Needs,Household
830437,Facial Cleansing,Facial Care,Household
1057489,Facial Cleansing,Facial Care,Household
708046,Cordial,Juices,Beverages
94534,Cheese Blocks,Cheese,Chilled
648781,Vinegar,Seasoning & Coconut Cream,Grocery
383029,Spices,Seasoning & Coconut Cream,Grocery
137302,Assorted,Pasta,Grocery
828916,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
974869,Multiple Consumption Chocolates,Confectionery,Grocery
610603,Tomato Based,Sauce,Grocery
1067884,Dessert Fruits & Nuts,Desserts,Grocery
94318,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
131272,Ambient Regular Noodles,Pasta & Noodles,Grocery
821176,Body Cleansing,Hand & Body Care,Household
25360,Men's Hair Treatment,Men's Toiletries,Household
971539,Cleaning Containers,Cleaning Durables,Household
970306,Car Care Air Freshener,Car Care,Household
905803,Pet Food,Pet Care,Household
1091248,Pet Food,Pet Care,Household
145753,Cans,Carbonated,Beverages
1015252,Single Consumption RTD Beverages,RTD Beverages,Beverages
1118788,Multiple Consumption Chocolates,Confectionery,Grocery
1077703,Wheat Flour,Flour,Grocery
873511,Imported,Soups,Grocery
1057255,Body Cleansing,Hand & Body Care,Household
868795,Body Cleansing,Hand & Body Care,Household
970738,Lip Cosmetics,Cosmetics,Household
387691,Razors & Blades,Men's Toiletries,Household
971638,Razors & Blades,Men's Toiletries,Household
1114783,Sponges & Scrubbers,Cleaning Durables,Household
1075462,Baby Ready Meals,Baby Foods,Household
72835,Facial Cleansing,Facial Care,Household
865060,Tooth Paste,Oral Care,Household
248200,Pet Food,Pet Care,Household
145456,Cans,Carbonated,Beverages
98485,RTD,Juices,Beverages
215980,Single Consumption RTD Beverages,RTD Beverages,Beverages
823516,Powdered Milk,Milk & Creamers,Beverages
132469,Spices,Seasoning & Coconut Cream,Grocery
363562,Assorted,Pasta,Grocery
7918,Assorted,Pasta,Grocery
865942,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1082428,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1089700,Ambient Cooking Sauces,Sauce,Grocery
889270,Ambient Cooking Sauces,Sauce,Grocery
218284,Dessert Fruits & Nuts,Desserts,Grocery
843505,Sauce/Topping,Desserts,Grocery
886309,Paste/Mixes,Seasoning,Grocery
20410,Paste/Mixes,Seasoning,Grocery
1052071,Body Cleansing,Hand & Body Care,Household
83626,Dish Wash,Cleaning Consumables,Household
1097899,Mobile SIM,General Needs,Household
1078846,Facial Cleansing,Facial Care,Household
367594,Facial Cleansing,Facial Care,Household
1088305,Facial Cleansing,Facial Care,Household
905011,Single Consumption RTD Beverages,RTD Beverages,Beverages
883303,Single Consumption RTD Beverages,RTD Beverages,Beverages
850903,RTD,Tea,Beverages
995965,Pastes,Seasoning & Coconut Cream,Grocery
408544,Salt,Seasoning & Coconut Cream,Grocery
393118,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
975688,Eggs,Eggs,Grocery
1073203,Sugar Confectionary,Confectionery,Grocery
1067686,Muesli,Cereals,Grocery
837061,Canned Fruit,Processed/Preserved Fruits,Grocery
1077946,Body Cleansing,Hand & Body Care,Household
956320,Washing Detergents,Laundry Care,Household
895606,Baby Ready Meals,Baby Foods,Household
620899,Skin Care,Toiletries Unisex,Household
619972,Facial Cleansing,Facial Care,Household
823795,Shaving Requisites,Toiletries Men,Household
975508,Instant Chocolate Drinks,Chocolate Drink,Beverages
94552,Single Consumption RTD Beverages,RTD Beverages,Beverages
1082689,Pastes,Seasoning & Coconut Cream,Grocery
1082464,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
1115584,Multiple Consumption Chocolates,Confectionery,Grocery
915613,Cereal Bars,Cereals,Grocery
886948,Imported,Soups,Grocery
415870,Body Cleansing,Hand & Body Care,Household
955951,Body Cleansing,Hand & Body Care,Household
1012453,Lip Cosmetics,Cosmetics,Household
891079,Razors & Blades,Men's Toiletries,Household
829690,Men's Fragrance,Men's Toiletries,Household
244366,Baby Ready Meals,Baby Foods,Household
244456,Baby Ready Meals,Baby Foods,Household
854692,Skin Care,Baby Needs,Household
869128,Skin Care,Toiletries Unisex,Household
904669,Incense,General Needs,Household
97234,Incense,General Needs,Household
135187,Car Care Air Freshener,Car Care,Household
38293,Shaving Requisites,Toiletries Men,Household
1089763,Hair Treatment,Hair Care,Household
41542,Plastic Bottles,Carbonated,Beverages
84760,RTD,Juices,Beverages
860965,Powdered Milk,Milk & Creamers,Beverages
20707,Pastes,Seasoning & Coconut Cream,Grocery
497059,Prepared Meals,Baby Foods,Grocery
832354,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1070575,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
815101,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
996343,Sugar Confectionary,Confectionery,Grocery
27340,Dehydrated,Processed / Preserved Vegetables,Grocery
269908,Soya Meat,Processed / Preserved Vegetables,Grocery
178117,Unclassified,Processed / Preserved Vegetables,Grocery
71917,Ambient Spreads,Spreads,Grocery
1034629,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
68587,Washing Detergents,Laundry Care,Household
1062646,Dish Wash,Cleaning Consumables,Household
89980,Skin and Hair Care,Baby Needs,Household
83617,Car Care Cleaning  Exterior,Car Care,Household
1026709,Mouth Wash & Breath Freshener,Oral Care,Household
274354,Pet Food,Pet Care,Household
830248,Single Consumption RTD Beverages,RTD Beverages,Beverages
905020,Single Consumption RTD Beverages,RTD Beverages,Beverages
96442,Assorted,Pasta,Grocery
1046752,Multiple Consumption Chocolates,Confectionery,Grocery
1098277,Muesli,Cereals,Grocery
918664,Ambient Cooking Sauces,Sauce,Grocery
23560,Sauce/Topping,Desserts,Grocery
1099816,Instant Mixes,Flour,Grocery
819844,Crisp/Chips,Snacks,Grocery
26683,Crisp/Chips,Snacks,Grocery
979576,Body Cleansing,Hand & Body Care,Household
1088242,Body Cleansing,Hand & Body Care,Household
1089529,Lip Cosmetics,Cosmetics,Household
856879,Lip Cosmetics,Cosmetics,Household
1070089,Men's Fragrance,Men's Toiletries,Household
840859,Washing Detergents,Laundry Care,Household
19537,Baby Washing Aids,Baby Needs,Household
89953,Skin and Hair Care,Baby Needs,Household
1052350,Eye Care,Facial Care,Household
1004947,Mouth Wash & Breath Freshener,Oral Care,Household
384982,Pet Food,Pet Care,Household
93499,Cans,Carbonated,Beverages
213064,Single Consumption RTD Beverages,RTD Beverages,Beverages
207259,Single Consumption RTD Beverages,RTD Beverages,Beverages
852946,RTD,Tea,Beverages
209230,Powdered Milk,Milk & Creamers,Beverages
57220,Assorted,Pasta,Grocery
422602,Sauce/Topping,Desserts,Grocery
842191,Canned Fruit,Processed/Preserved Fruits,Grocery
117340,Imported,Soups,Grocery
915046,Body Cleansing,Hand & Body Care,Household
60892,Body Cleansing,Hand & Body Care,Household
1078693,Men's Facial Care,Men's Toiletries,Household
1057093,Men's Hair Treatment,Men's Toiletries,Household
89872,Washing Detergents,Laundry Care,Household
100357,Baby Wipes,Baby Needs,Household
125998,Facial Cleansing,Facial Care,Household
76624,Facial Cleansing,Facial Care,Household
143818,Facial Cleansing,Facial Care,Household
1032343,Pet Food,Pet Care,Household
127753,Spices,Seasoning & Coconut Cream,Grocery
131371,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
126277,Muesli,Cereals,Grocery
1106296,Ambient Cooking Sauces,Sauce,Grocery
896146,Ambient Cooking Sauces,Sauce,Grocery
1110922,Dessert Ingredients,Desserts,Grocery
42514,Sauce/Topping,Desserts,Grocery
138841,Full Cream,Milk Foods,Grocery
139147,Body Cleansing,Hand & Body Care,Household
1038211,Body Cleansing,Hand & Body Care,Household
226042,Lip Cosmetics,Cosmetics,Household
1066291,Lip Cosmetics,Cosmetics,Household
1047121,Men's Hair Coloring,Men's Toiletries,Household
1008988,Car Care Air Freshener,Car Care,Household
405079,Mouth Wash & Breath Freshener,Oral Care,Household
905794,Pet Food,Pet Care,Household
405124,Pet Food,Pet Care,Household
954862,Instant Chocolate Drinks,Chocolate Drink,Beverages
997441,Single Consumption RTD Beverages,RTD Beverages,Beverages
249037,Single Consumption RTD Beverages,RTD Beverages,Beverages
97216,Assorted,Pasta,Grocery
102112,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1038886,Sugar Confectionary,Confectionery,Grocery
1044808,Ambient Table Sauces,Sauce,Grocery
345607,Dessert Ingredients,Desserts,Grocery
363067,Ambient Regular Noodles,Pasta & Noodles,Grocery
831823,Imported,Soups,Grocery
42172,Paste/Mixes,Seasoning,Grocery
1048948,Body Cleansing,Hand & Body Care,Household
370492,Lip Cosmetics,Cosmetics,Household
852100,Lip Cosmetics,Cosmetics,Household
822670,Washing Detergents,Laundry Care,Household
845341,Incense,General Needs,Household
986614,Facial Cleansing,Facial Care,Household
159073,Facial Cleansing,Facial Care,Household
905839,Pet Food,Pet Care,Household
21544,Imported,Coffee,Beverages
983563,Set Yogurt,Yoghurt,Chilled
1043908,Spices,Seasoning & Coconut Cream,Grocery
20473,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
102130,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1001311,Sugar Confectionary,Confectionery,Grocery
1058317,Dessert Fruits & Nuts,Desserts,Grocery
99232,Instant Mixes,Flour,Grocery
134386,Instant Mixes,Flour,Grocery
110275,Apricot,Processed/Preserved Fruits,Grocery
888622,Crisp/Chips,Snacks,Grocery
37897,Imported,Soups,Grocery
441358,Paste/Mixes,Seasoning,Grocery
915028,Body Cleansing,Hand & Body Care,Household
984814,Body Cleansing,Hand & Body Care,Household
1000096,Baby Ready Meals,Baby Foods,Household
1040434,Facial Cleansing,Facial Care,Household
399589,Facial Cleansing,Facial Care,Household
217744,Car Care Air Freshener,Car Care,Household
1025512,Mouth Wash & Breath Freshener,Oral Care,Household
1082950,Pet Food,Pet Care,Household
136501,Shaving Requisites,Toiletries Men,Household
825928,Cordial,Juices,Beverages
1061692,Single Consumption RTD Beverages,RTD Beverages,Beverages
119068,Powdered Milk,Milk & Creamers,Beverages
1052593,Cheese Blocks,Cheese,Chilled
362707,Salt,Seasoning & Coconut Cream,Grocery
831571,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
817171,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1082437,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
135178,Ketchups,Sauce,Grocery
896677,Sauce/Topping,Desserts,Grocery
1111912,Wheat Flour,Flour,Grocery
46285,Instant Small,Noodles,Grocery
915361,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
1000177,Men's Fragrance,Men's Toiletries,Household
218869,Dish Wash,Cleaning Consumables,Household
415690,Sponges & Scrubbers,Cleaning Durables,Household
1037023,Baby Gift Packs,Baby Needs,Household
904687,Incense,General Needs,Household
1078855,Facial Cleansing,Facial Care,Household
1017781,Oral Accessories,Oral Care,Household
128851,Pet Food,Pet Care,Household
1015531,Party Accessories,Party Ware,Household
654631,Cordial,Juices,Beverages
67678,Cordial,Juices,Beverages
82276,Powdered Milk,Milk & Creamers,Beverages
1110076,Cheese Blocks,Cheese,Chilled
89701,Margarine,Spreads,Chilled
1080907,Salt,Seasoning & Coconut Cream,Grocery
92698,Assorted,Pasta,Grocery
65779,Sweet Biscuits & Cookies  Regular,Biscuits,Grocery
832345,Crackers,Biscuits,Grocery
975472,Muesli,Cereals,Grocery
917926,Muesli,Cereals,Grocery
891646,Ambient Cooking Sauces,Sauce,Grocery
1003579,Ambient Table Sauces,Sauce,Grocery
1077298,Ambient Spreads,Spreads,Grocery
18466,Instant Small,Noodles,Grocery
1080781,Packaged Dry Pasta,Pasta & Noodles,Grocery
1063510,Snack-Crisps & Chips,Snacks,Grocery
1016314,Body Cleansing,Hand & Body Care,Household
27583,Body Cleansing,Hand & Body Care,Household
1052368,Men's Fragrance,Men's Toiletries,Household
415222,Sponges & Scrubbers,Cleaning Durables,Household
1022470,Disposable Containers,Disposable Table Ware,Household
97243,Incense,General Needs,Household
1034107,Mouth Wash & Breath Freshener,Oral Care,Household
51334,Shaving Requisites,Toiletries Men,Household
62485,Assorted,Pasta,Grocery
30562,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
262384,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
885391,Ketchups,Sauce,Grocery
852055,Instant Small,Noodles,Grocery
1017826,Liquid Cooking Oils & Fats,Oils/Fats,Grocery
985057,Packaged Dry Pasta,Pasta & Noodles,Grocery
1005883,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
133513,Crisp/Chips,Snacks,Grocery
883204,Imported,Soups,Grocery
226078,Lip Cosmetics,Cosmetics,Household
217663,Washing Detergents,Laundry Care,Household
1012336,Baby Ready Meals,Baby Foods,Household
401803,Facial Cleansing,Facial Care,Household
836593,Facial Cleansing,Facial Care,Household
53170,Pet Accessories,Pet Care,Household
99052,RTD,Juices,Beverages
992599,Set Yogurt,Yoghurt,Chilled
817216,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
870064,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
1070602,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
45430,Ambient Cooking Sauces,Sauce,Grocery
430216,Instant Mixes,Flour,Grocery
397294,Canned Fruit,Processed/Preserved Fruits,Grocery
957670,Snack-Crisps & Chips,Snacks,Grocery
472075,Paste/Mixes,Seasoning,Grocery
20230,Paste/Mixes,Seasoning,Grocery
102436,Men's Fragrance,Men's Toiletries,Household
384289,Men's Hair Treatment,Men's Toiletries,Household
43288,Washing Detergents,Laundry Care,Household
834982,Washing Detergents,Laundry Care,Household
118330,Incense,General Needs,Household
1074940,Incense,General Needs,Household
1051783,Facial Cleansing,Facial Care,Household
123937,Facial Cleansing,Facial Care,Household
217150,Pet Food,Pet Care,Household
53089,Single Consumption RTD Beverages,RTD Beverages,Beverages
1012309,Flavored Tea,Tea,Beverages
388411,Healthy Biscuits,Biscuits,Grocery
1033378,Sugar Confectionary,Confectionery,Grocery
415843,Cereal Bars,Cereals,Grocery
864862,Ambient Cooking Sauces,Sauce,Grocery
99322,Soya Meat,Processed / Preserved Vegetables,Grocery
12832,Body Cleansing,Hand & Body Care,Household
1054015,Lip Cosmetics,Cosmetics,Household
1053934,Lip Cosmetics,Cosmetics,Household
971647,Razors & Blades,Men's Toiletries,Household
65086,Sponges & Scrubbers,Cleaning Durables,Household
917404,Baby Gift Packs,Baby Needs,Household
874474,Baby Washing Aids,Baby Needs,Household
100420,Baby Wipes,Baby Needs,Household
799378,Baby Wipes,Baby Needs,Household
82699,Facial Cleansing,Facial Care,Household
348451,Car Care Cleaning  Exterior,Car Care,Household
213055,Single Consumption RTD Beverages,RTD Beverages,Beverages
1061728,Single Consumption RTD Beverages,RTD Beverages,Beverages
868255,Sparkling,Water,Beverages
1114261,Powdered Milk,Milk & Creamers,Beverages
194056,Margarine,Spreads,Chilled
889837,Meal Accompaniments,Meal Accompaniments,Grocery
839878,Assorted,Pasta,Grocery
104749,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
918376,Wheat Flour,Flour,Grocery
1014919,Instant Mixes,Flour,Grocery
72052,Paste/Mixes,Seasoning,Grocery
1057219,Body Cleansing,Hand & Body Care,Household
1089502,Eye Cosmetics,Cosmetics,Household
1054249,Lip Cosmetics,Cosmetics,Household
226069,Lip Cosmetics,Cosmetics,Household
1002139,Lip Cosmetics,Cosmetics,Household
274237,Razors & Blades,Men's Toiletries,Household
1000186,Men's Fragrance,Men's Toiletries,Household
47725,Washing Detergents,Laundry Care,Household
1091986,Washing Detergents,Laundry Care,Household
111445,Illumination,General Needs,Household
1013695,Pet Food,Pet Care,Household
128473,Pet Food,Pet Care,Household
39589,Single Consumption RTD Beverages,RTD Beverages,Beverages
1024216,Powdered Milk,Milk & Creamers,Beverages
1109023,Cheese Blocks,Cheese,Chilled
886480,Wafers,Biscuits,Grocery
1107799,Multiple Consumption Chocolates,Confectionery,Grocery
1063654,Sugar Confectionary,Confectionery,Grocery
1103803,Ambient Cooking Sauces,Sauce,Grocery
173122,Unclassified,Processed / Preserved Vegetables,Grocery
880450,Packaged Dry Pasta,Pasta & Noodles,Grocery
1068550,Canned Fruit,Processed/Preserved Fruits,Grocery
831895,Paste/Mixes,Seasoning,Grocery
405628,Men's Fragrance,Men's Toiletries,Household
12904,Washing Detergents,Laundry Care,Household
145825,Washing Detergents,Laundry Care,Household
372958,Baby Ready Meals,Baby Foods,Household
849904,Baby Wipes,Baby Needs,Household
1060531,Facial Cleansing,Facial Care,Household
979414,Facial Cleansing,Facial Care,Household
