outlet_code,item_code,DATE,sales_qty
E,13795,5/18/2022,1
E,10924,6/18/2022,2
D,3427,9/14/2022,2
C,4930,4/4/2022,3
C,11419,4/28/2022,1
C,41488,8/27/2022,3
B,40381,4/21/2022,7
B,268,9/2/2022,2
E,105604,4/13/2022,1
A,113281,4/7/2022,2
D,120994,7/19/2022,1
C,10654,3/20/2022,2
C,40939,5/26/2022,4
B,110122,2/13/2022,1
C,1681,10/18/2022,2
B,108862,4/12/2022,2
C,43738,8/19/2022,3
E,637,5/18/2022,4
E,23785,6/2/2022,2
E,107863,7/29/2022,3
D,111382,6/25/2022,3
C,101635,10/11/2022,4
E,42685,9/11/2022,3
B,25081,6/16/2022,7
A,10591,8/25/2022,2
A,4165,7/26/2022,1
C,3022,10/3/2022,1
B,610,6/3/2022,1
B,123694,6/26/2022,1
A,64816,7/20/2022,2
C,117745,10/16/2022,3
E,46591,6/8/2022,2
C,4741,2/11/2022,2
E,117520,8/15/2022,1
E,12220,3/19/2022,1
B,9637,10/3/2022,1
D,123478,6/13/2022,2
B,46150,4/22/2022,1
B,114658,2/23/2022,1
D,4597,4/29/2022,1
D,6163,7/22/2022,3
D,110077,8/26/2022,1
C,23938,9/5/2022,1
A,117376,7/28/2022,1
C,104470,2/7/2022,2
E,119554,3/21/2022,1
B,529,10/4/2022,1
B,120418,10/13/2022,1
A,13003,5/6/2022,1
B,25000,2/15/2022,1
B,122830,4/30/2022,2
B,295,6/16/2022,1
B,40201,6/1/2022,1
B,101635,9/26/2022,1
D,101149,5/5/2022,1
D,10852,8/3/2022,1
B,6163,2/23/2022,2
A,111868,6/27/2022,1
C,110356,2/10/2022,1
B,123694,7/30/2022,1
A,108862,5/20/2022,3
A,23785,7/30/2022,3
C,92491,7/28/2022,1
B,122830,3/23/2022,1
C,91438,3/6/2022,2
B,110860,5/29/2022,3
C,13948,8/31/2022,1
E,107224,10/9/2022,1
C,108862,8/9/2022,1
D,29941,6/4/2022,6
B,23785,6/19/2022,4
E,6640,7/12/2022,1
A,112219,2/27/2022,1
D,123478,5/19/2022,1
C,92482,7/21/2022,1
E,27583,4/5/2022,1
E,120418,8/12/2022,1
D,124414,1/26/2022,1
B,19114,7/13/2022,1
E,23785,3/22/2022,2
D,107224,8/19/2022,2
A,259,8/16/2022,1
B,117286,6/28/2022,1
A,117196,4/30/2022,1
D,3022,6/16/2022,1
C,111436,4/9/2022,1
A,94336,8/16/2022,1
A,107863,8/12/2022,5
E,12220,3/24/2022,1
E,25081,5/27/2022,1
B,97486,9/16/2022,3
E,117196,6/17/2022,2
D,10636,9/2/2022,1
A,107809,5/25/2022,1
C,111337,9/12/2022,2
D,10105,2/28/2022,1
D,94336,7/27/2022,1
B,95443,3/13/2022,1
D,4705,2/4/2022,6
A,123478,7/2/2022,1
A,91438,3/29/2022,3
A,23020,3/20/2022,2
E,94336,10/4/2022,1
D,110077,3/17/2022,2
A,105622,10/17/2022,1
A,94336,2/6/2022,1
A,107269,9/29/2022,1
D,10105,6/1/2022,1
B,952,8/2/2022,2
A,40309,2/15/2022,2
A,9628,4/14/2022,1
A,92482,9/18/2022,3
C,107224,6/27/2022,1
A,117610,7/22/2022,2
C,124396,9/1/2022,2
E,101635,4/29/2022,8
E,7450,6/1/2022,1
A,39238,6/23/2022,2
D,12040,9/26/2022,1
B,100537,2/4/2022,1
C,27583,7/31/2022,2
D,27790,5/25/2022,2
D,118033,8/31/2022,2
D,121174,6/30/2022,3
D,51109,2/17/2022,1
B,40939,1/23/2022,3
C,122830,6/20/2022,6
A,116062,7/4/2022,1
D,108412,8/15/2022,1
E,39238,7/13/2022,1
C,10924,7/4/2022,1
D,30778,5/13/2022,1
D,94876,10/15/2022,1
C,10213,5/3/2022,1
A,98584,6/16/2022,1
B,110806,3/23/2022,1
B,304,6/16/2022,4
B,120994,7/12/2022,1
D,46150,9/12/2022,1
C,124396,5/2/2022,4
B,2311,4/24/2022,1
D,10375,8/29/2022,1
C,40309,7/3/2022,1
E,9628,10/3/2022,1
E,123730,8/3/2022,3
A,23146,6/17/2022,1
E,122740,9/7/2022,1
B,45169,2/25/2022,2
C,108007,10/5/2022,1
D,44989,1/23/2022,4
D,13741,1/30/2022,2
D,23785,3/4/2022,1
C,781,2/5/2022,1
D,1942,3/29/2022,1
D,4480,7/11/2022,3
D,94453,8/8/2022,1
C,15352,9/1/2022,1
A,30778,3/13/2022,2
E,40939,7/14/2022,3
C,91438,8/20/2022,2
B,25081,5/17/2022,1
A,23137,5/9/2022,4
C,9979,7/30/2022,3
A,23938,3/16/2022,2
D,41686,9/14/2022,1
C,118033,2/25/2022,2
B,12031,5/25/2022,1
D,952,8/27/2022,1
E,9925,8/20/2022,3
B,111382,9/21/2022,1
A,295,3/7/2022,2
D,40201,5/15/2022,1
B,92482,6/30/2022,4
C,40381,9/15/2022,3
B,95137,6/29/2022,3
B,121039,7/17/2022,1
C,29311,8/20/2022,1
A,1204,2/18/2022,1
A,673,3/27/2022,3
C,30175,3/14/2022,3
E,92482,9/12/2022,2
E,96136,6/11/2022,6.620000124
A,29941,6/25/2022,4
B,12670,1/24/2022,1
B,10654,7/6/2022,2
A,114658,10/8/2022,2
C,538,2/27/2022,1
B,24136,5/17/2022,9
A,12031,6/18/2022,2
A,1852,7/25/2022,1
D,4597,2/26/2022,1
C,104254,5/30/2022,1
C,322,5/30/2022,1
B,46150,2/14/2022,1
B,673,3/18/2022,1
D,10924,3/21/2022,1
C,120994,3/8/2022,3
C,101635,8/3/2022,1
A,114658,9/16/2022,1
E,117286,9/20/2022,1
E,27790,10/3/2022,1
B,1681,6/20/2022,2
B,10924,7/6/2022,4
E,100501,7/6/2022,1
C,108151,1/31/2022,1
B,123694,7/11/2022,3
D,118033,4/14/2022,3
B,9637,4/21/2022,1
B,2806,6/10/2022,3
A,119707,6/25/2022,1
D,55879,7/5/2022,4
B,3679,4/29/2022,1
C,10195,6/25/2022,2
B,96775,9/24/2022,2
B,110320,9/6/2022,1
D,23146,5/12/2022,1
B,107863,5/14/2022,6
A,122785,2/24/2022,1
A,29941,3/20/2022,1
A,19114,5/6/2022,1
A,232,2/26/2022,1
D,121174,2/5/2022,3
D,123667,8/12/2022,2
A,123667,7/28/2022,1
A,110860,8/19/2022,1
C,3427,3/20/2022,4
A,9925,9/5/2022,5
B,118033,8/17/2022,2
B,13795,10/9/2022,1
A,124396,4/18/2022,2
A,91438,9/30/2022,4
E,41488,7/18/2022,1
C,7072,5/20/2022,1
A,23911,6/2/2022,3
A,123586,8/20/2022,2
D,110230,4/24/2022,2
E,98809,9/27/2022,1
E,10060,4/8/2022,2
D,121129,8/1/2022,1
C,110860,4/17/2022,3
C,15352,8/7/2022,2
E,121039,7/21/2022,1
A,1681,10/15/2022,1
B,117610,4/5/2022,1
C,110356,3/24/2022,4
B,3679,7/29/2022,1
E,117187,9/25/2022,2
D,117286,5/17/2022,1
B,123667,8/30/2022,1
C,304,3/13/2022,1
C,223,7/17/2022,1
C,117196,8/4/2022,2
E,19114,8/27/2022,4
E,121129,3/23/2022,1
E,11509,9/20/2022,2
D,123730,6/6/2022,5
C,97531,4/8/2022,1
C,42658,4/16/2022,3
C,25000,7/14/2022,3
E,3292,6/28/2022,2
D,10213,5/16/2022,2
D,898,7/31/2022,1
A,123334,2/13/2022,2
E,10195,10/5/2022,1
B,76399,4/17/2022,1
A,93679,2/12/2022,1
D,121714,6/26/2022,1
C,107269,1/31/2022,1
B,123694,8/22/2022,2
B,232,8/18/2022,1
D,46150,8/31/2022,3
A,108007,2/27/2022,4
A,3328,4/1/2022,4
A,43279,7/10/2022,1
B,9925,5/1/2022,1
C,110356,6/1/2022,1
E,39238,4/8/2022,1
A,120994,2/26/2022,1
D,29941,7/29/2022,1
C,12355,2/24/2022,1
B,1672,8/25/2022,17
E,23938,4/20/2022,2
E,42685,5/9/2022,1
D,10636,7/28/2022,1
B,7108,7/3/2022,1
A,122740,1/29/2022,1
A,107809,5/1/2022,3
D,9637,7/23/2022,1
C,117610,6/25/2022,2
A,111382,8/9/2022,2
E,6640,5/16/2022,1
D,93895,5/30/2022,1
A,12670,5/2/2022,7
B,100501,10/16/2022,2
E,610,6/1/2022,1
A,15658,6/25/2022,2
C,97531,7/26/2022,1
B,9979,2/2/2022,1
E,223,5/12/2022,1
D,10213,4/16/2022,1
C,110320,3/19/2022,4
C,93895,3/21/2022,4
A,118033,5/30/2022,2
A,102769,5/30/2022,2
E,111382,10/4/2022,3
E,111985,5/14/2022,1
B,12040,1/26/2022,1
E,41686,5/19/2022,2
B,122785,2/1/2022,1
C,100501,4/20/2022,1
C,44989,3/22/2022,1
E,27790,4/16/2022,1
C,123703,3/24/2022,1
E,11230,7/15/2022,1
B,43279,10/9/2022,2
B,25000,5/20/2022,1
A,3292,3/28/2022,16
A,118033,5/25/2022,3
D,23146,3/8/2022,2
D,42154,7/20/2022,3.019999981
C,122767,2/18/2022,1
B,6163,7/19/2022,1
C,116062,3/31/2022,1
C,114658,8/4/2022,1
D,7396,8/28/2022,1
C,1852,6/2/2022,1
E,3328,4/1/2022,1
B,123586,5/18/2022,1
C,92491,7/10/2022,3
B,124396,5/7/2022,1
E,13795,8/4/2022,2
A,1852,8/29/2022,3
B,91438,8/3/2022,4
D,94948,2/22/2022,1
B,673,2/20/2022,1
C,107269,2/14/2022,1
C,95137,5/30/2022,3
A,111004,3/16/2022,1
D,124396,4/4/2022,1
A,2977,2/24/2022,1
D,27583,8/3/2022,1
C,122560,4/5/2022,1
D,123667,6/8/2022,2
D,259,8/31/2022,2
D,673,9/8/2022,1
A,122830,1/31/2022,1
C,25081,7/26/2022,2
C,10906,8/27/2022,1
B,4705,10/18/2022,3
A,7396,3/20/2022,1
A,120994,9/24/2022,2
B,43279,4/27/2022,1
E,19123,9/8/2022,1
C,23785,6/21/2022,2
D,12220,9/8/2022,2
C,45043,3/16/2022,3
A,30778,3/27/2022,5
D,120994,8/27/2022,4
C,24154,6/18/2022,1
B,268,4/19/2022,1
C,123703,2/6/2022,1
D,40201,7/23/2022,2
D,99457,2/6/2022,2
C,14848,1/25/2022,1
C,1132,6/4/2022,2
A,92482,3/12/2022,3
B,102967,8/29/2022,1
A,101635,1/25/2022,3
A,4705,5/15/2022,1
A,25081,8/10/2022,3
D,99250,8/8/2022,1
D,111337,10/8/2022,1
B,19123,4/14/2022,1
E,538,3/12/2022,1
A,57976,7/28/2022,4
A,23146,7/10/2022,1
C,122830,8/2/2022,1
C,12220,4/7/2022,2
C,232,5/4/2022,1
B,10213,2/27/2022,1
E,11509,5/17/2022,1
E,3328,5/28/2022,1
E,11293,7/27/2022,1
A,118033,4/28/2022,2
E,122686,10/10/2022,1
B,4480,6/4/2022,2
D,123334,2/20/2022,3
B,96136,5/18/2022,6.04399991
D,30688,2/16/2022,1
D,39238,6/13/2022,1
A,29653,9/27/2022,4
B,121714,3/20/2022,1
D,110806,4/13/2022,3
C,55879,7/23/2022,1
C,313,4/21/2022,2
A,41164,4/12/2022,1
C,95443,10/11/2022,1
A,101149,9/26/2022,1
D,122686,10/11/2022,1
B,118096,10/18/2022,1
E,11293,8/11/2022,2
A,23146,9/2/2022,1
A,42847,4/13/2022,1
D,107809,3/22/2022,1
C,110806,3/30/2022,2
D,40201,4/11/2022,3
C,105622,4/2/2022,2
C,12355,2/27/2022,1
A,57058,3/7/2022,3
E,100501,9/12/2022,2
E,57058,9/15/2022,1
C,105622,7/10/2022,1
A,10654,7/10/2022,1
B,4732,6/9/2022,2
A,76399,10/3/2022,2
A,94336,6/30/2022,1
C,7054,5/20/2022,1
B,43135,5/22/2022,4
D,115846,8/31/2022,2
A,118033,4/12/2022,1
C,1951,7/23/2022,1
C,3328,5/14/2022,1
E,107269,10/16/2022,1
A,12220,5/16/2022,1
C,14947,10/18/2022,1
B,122560,6/6/2022,1
D,529,6/23/2022,1
D,92491,8/11/2022,2
B,117196,1/28/2022,1
E,12355,3/16/2022,2
D,102769,5/1/2022,1
B,101149,3/18/2022,1
B,117610,5/28/2022,3
C,9925,2/17/2022,2
B,27790,8/22/2022,2
D,12247,8/6/2022,5
B,718,7/21/2022,2
B,117223,1/30/2022,2
B,8800,2/14/2022,2
C,96136,2/20/2022,3.013999939
B,3679,5/21/2022,4
E,295,5/14/2022,1
E,117286,9/14/2022,1
A,12355,8/17/2022,2
D,107809,4/8/2022,5
D,101941,5/28/2022,1
A,120418,8/8/2022,3
C,12040,4/12/2022,3
E,99457,5/6/2022,1
C,23371,6/25/2022,1
A,123703,8/9/2022,2
A,40381,3/21/2022,9
C,116962,5/9/2022,1
A,57058,3/6/2022,1
D,268,1/27/2022,4
A,10042,7/7/2022,1
E,30454,10/17/2022,1
D,110077,1/28/2022,1
B,119761,5/12/2022,1
B,12355,9/11/2022,1
A,102769,3/30/2022,7
C,107269,3/6/2022,1
C,97486,6/3/2022,1
C,304,9/8/2022,1
A,13948,10/8/2022,1
D,117196,4/19/2022,1
E,10609,9/16/2022,3
B,114658,7/13/2022,2
D,117376,7/21/2022,1
C,4741,4/29/2022,1
B,107836,9/10/2022,3
B,10636,10/13/2022,1
B,7396,3/12/2022,2
C,57976,6/11/2022,1
E,119554,7/22/2022,1
E,110320,8/29/2022,3
B,268,10/17/2022,1
D,23146,8/27/2022,1
D,124396,10/15/2022,1
D,97531,7/4/2022,1
A,42154,9/27/2022,1.264000058
D,102769,10/11/2022,1
B,6856,2/11/2022,1
E,9061,3/16/2022,5
A,107809,10/10/2022,1
D,529,6/27/2022,1
A,14947,7/25/2022,4
E,122560,8/26/2022,2
E,117376,4/16/2022,2
A,123730,5/4/2022,1
B,110230,5/14/2022,1
A,4759,3/12/2022,2
A,5524,7/2/2022,1
B,122740,10/5/2022,1
B,110860,7/18/2022,1
A,99457,7/6/2022,2
A,12220,2/27/2022,2
A,6856,5/1/2022,5
A,304,8/16/2022,1
C,610,4/26/2022,2
B,111382,9/13/2022,1
B,55906,10/18/2022,1
D,110077,9/3/2022,1
C,466,1/29/2022,1
C,1681,8/28/2022,1
A,107863,3/18/2022,5
D,1672,3/19/2022,5
E,45484,5/18/2022,1
C,123478,5/5/2022,1
E,3679,7/29/2022,3
E,117925,9/18/2022,2
A,88,3/26/2022,1
D,117358,9/24/2022,1
D,27790,7/28/2022,1
C,1672,1/27/2022,1
B,112219,2/27/2022,3
B,14848,10/13/2022,2
E,57976,4/22/2022,2
A,10042,3/4/2022,2
A,117745,10/18/2022,2
B,4597,2/13/2022,1
B,322,4/14/2022,1
B,55879,6/22/2022,2
C,107224,7/21/2022,1
C,1852,8/28/2022,5
E,117736,5/25/2022,5
D,117187,7/29/2022,2
C,7054,8/15/2022,1
B,3679,3/12/2022,1
B,29941,4/4/2022,1
A,14947,3/23/2022,2
C,13795,3/14/2022,3
C,10591,3/21/2022,4
E,122740,10/8/2022,2
C,23938,8/28/2022,8
D,42154,4/20/2022,9.053000212
D,29896,9/25/2022,3
D,101149,10/6/2022,3
C,117925,2/6/2022,1
B,102967,10/16/2022,1
E,110077,7/17/2022,1
D,42847,5/2/2022,2
B,40939,7/2/2022,1
D,7108,1/25/2022,1
C,121039,1/25/2022,2
C,4705,10/6/2022,2
D,673,7/1/2022,2
E,111985,8/30/2022,2
E,11509,8/27/2022,1
E,3328,4/22/2022,2
B,223,5/19/2022,4
D,12247,8/15/2022,1
A,122803,2/19/2022,1
E,10366,10/10/2022,2
A,718,3/18/2022,1
A,45169,3/26/2022,6
D,304,7/21/2022,1
E,116836,10/17/2022,4
A,7396,7/19/2022,1
C,3679,8/21/2022,1
A,45115,9/8/2022,1
A,111382,7/3/2022,1
C,94876,9/6/2022,1
C,23911,9/27/2022,1
A,94336,7/29/2022,1
D,94345,1/31/2022,2
C,14947,7/4/2022,1
A,112219,9/2/2022,1
E,110077,9/6/2022,1
E,4732,9/21/2022,3
D,123586,5/27/2022,1
E,94453,10/4/2022,1
E,107224,7/14/2022,2
A,123667,9/16/2022,1
C,42928,2/25/2022,1
C,3292,4/6/2022,4
D,13948,3/27/2022,2
C,122686,9/18/2022,1
B,10042,10/2/2022,1
D,107863,3/13/2022,7
D,107269,10/11/2022,1
D,29311,3/12/2022,1
C,9979,3/3/2022,3
B,46150,2/28/2022,1
B,118033,9/13/2022,2
E,117187,7/6/2022,1
B,45115,9/10/2022,1
A,12670,3/25/2022,1
A,113281,9/3/2022,4
A,93913,10/18/2022,1
B,259,3/4/2022,1
D,97486,8/18/2022,2
B,6640,1/26/2022,4
C,23785,6/18/2022,1
D,29311,9/19/2022,1
A,23020,8/21/2022,1
D,117358,9/5/2022,1
A,3292,2/26/2022,6
A,117610,8/10/2022,2
B,117187,9/8/2022,6
E,27790,4/4/2022,2
A,113281,3/5/2022,2
A,29311,4/14/2022,1
C,120994,4/18/2022,3
A,122560,3/29/2022,1
D,1942,4/17/2022,1
B,117736,5/20/2022,8
A,102490,3/14/2022,4.339999914
B,55906,6/7/2022,1
A,23938,5/8/2022,1
A,108007,8/5/2022,1
C,93679,4/9/2022,1
C,123586,9/12/2022,1
A,110806,2/21/2022,2
A,121129,10/14/2022,2
E,12220,5/24/2022,1
B,30778,1/26/2022,1
C,30175,3/23/2022,1
C,12220,9/23/2022,2
A,101149,7/17/2022,1
A,117160,9/30/2022,2
A,11230,8/31/2022,1
D,41686,4/10/2022,2
E,268,10/12/2022,1
B,40201,3/8/2022,1
D,117376,6/9/2022,1
B,95137,10/8/2022,1
C,123586,10/10/2022,1
E,94948,5/20/2022,4
B,45115,3/15/2022,1
A,91438,2/3/2022,6
D,117187,9/2/2022,1
A,123478,5/18/2022,1
D,2806,2/5/2022,3
A,322,7/7/2022,1
C,3679,2/15/2022,3
E,610,4/26/2022,1
E,3328,6/14/2022,2
B,1681,3/26/2022,1
E,43279,9/26/2022,1
C,9925,2/4/2022,2
D,30778,10/16/2022,1
D,92491,2/3/2022,5
C,6640,2/14/2022,12
C,102490,10/7/2022,0.998000026
D,120994,5/29/2022,3
E,268,5/27/2022,2
D,8800,6/2/2022,1
C,259,10/15/2022,2
E,12040,9/22/2022,1
B,11509,2/9/2022,2
B,23911,9/17/2022,1
B,100501,3/4/2022,2
C,1681,3/16/2022,3
A,92482,3/21/2022,2
A,23146,6/12/2022,3
D,107269,5/5/2022,1
A,12220,7/21/2022,2
C,111382,3/20/2022,1
C,45115,7/1/2022,1
C,94948,5/13/2022,1
E,99457,5/24/2022,1
E,31579,8/9/2022,1
C,7450,5/13/2022,1
D,100537,7/8/2022,1
D,117745,3/24/2022,5
B,23938,2/25/2022,1
D,6856,2/23/2022,1
A,111382,6/1/2022,6
C,30778,5/21/2022,1
D,30778,1/24/2022,1
B,95443,3/5/2022,1
A,98584,6/14/2022,1
D,3427,2/23/2022,4
D,2311,3/15/2022,3
B,4705,5/12/2022,5
A,118033,6/8/2022,2
D,1132,4/20/2022,4
B,13948,3/31/2022,1
D,31579,2/23/2022,3
D,10924,9/18/2022,2
C,117187,5/19/2022,3
B,4705,9/7/2022,1
A,232,5/31/2022,3
D,13795,1/26/2022,3
C,57058,8/30/2022,3
D,4705,2/20/2022,3
D,12166,1/24/2022,1
B,12355,3/21/2022,1
B,100753,5/24/2022,1
B,93913,10/16/2022,3
A,1852,7/6/2022,4
A,57976,10/16/2022,2
A,40201,2/23/2022,1
D,7396,3/19/2022,2
B,111985,6/30/2022,1
A,7072,3/16/2022,3
C,111382,6/12/2022,2
E,24136,3/10/2022,1
D,94336,7/13/2022,2
C,107809,3/11/2022,1
C,295,1/30/2022,1
A,4480,8/28/2022,1
C,40939,6/16/2022,1
E,123730,3/20/2022,4
E,92491,7/10/2022,1
B,113281,3/8/2022,4
B,10636,7/8/2022,1
D,4480,8/24/2022,1
B,114658,2/25/2022,1
B,117736,4/22/2022,3
B,3292,6/30/2022,2
D,1186,9/19/2022,1
A,55906,9/3/2022,1
D,45421,3/12/2022,3
A,51109,4/2/2022,1
C,117925,3/23/2022,3
C,111436,7/26/2022,2
D,122803,2/11/2022,1
C,76399,8/22/2022,8
C,30454,4/2/2022,2
D,123703,2/1/2022,1
A,57058,2/4/2022,2
C,107269,6/7/2022,1
D,92491,7/20/2022,2
E,117286,6/3/2022,2
E,23938,9/6/2022,1
B,102769,10/7/2022,2
A,114658,3/4/2022,3
C,3328,6/21/2022,1
C,6856,10/8/2022,1
C,101212,9/22/2022,1
C,93895,6/12/2022,1
A,9925,3/11/2022,1
A,3427,10/16/2022,1
A,10213,3/17/2022,1
D,45169,3/19/2022,3
C,101635,7/13/2022,2
A,10105,4/22/2022,1
B,30778,5/29/2022,1
B,42685,9/14/2022,1
A,1933,7/4/2022,1
B,1681,2/25/2022,3
D,19123,8/7/2022,2
E,46591,8/9/2022,1
A,117160,3/3/2022,2
A,119779,2/7/2022,4
D,223,4/9/2022,1
C,117610,5/20/2022,2
A,95119,2/24/2022,2
B,108007,5/12/2022,1
E,13552,3/15/2022,1
A,15658,3/17/2022,1
D,117160,7/25/2022,1
D,116962,10/2/2022,2
A,610,2/16/2022,1
B,304,2/5/2022,1
C,12031,3/28/2022,2
C,16009,4/12/2022,4
C,15352,10/4/2022,2
C,9925,3/5/2022,1
C,57058,3/12/2022,1
C,3283,6/21/2022,1
E,40201,3/11/2022,1
D,7072,1/30/2022,1
D,93895,2/24/2022,3
C,15352,4/28/2022,2
A,27790,9/26/2022,2
C,30454,4/10/2022,4
C,6640,8/23/2022,2
E,114658,7/28/2022,1
D,94453,8/21/2022,1
B,10636,9/22/2022,1
E,44989,5/7/2022,2
D,268,6/20/2022,2
D,27979,9/19/2022,1
A,117358,2/17/2022,1
E,119779,8/1/2022,2
A,23911,1/29/2022,1
D,45412,3/6/2022,2
C,42847,2/8/2022,2
B,122560,8/17/2022,1
B,23146,4/15/2022,2
C,122686,3/10/2022,2
E,102490,6/14/2022,0.717999995
E,6163,5/18/2022,4
B,57058,6/8/2022,2
C,94345,4/8/2022,1
A,6856,5/28/2022,1
D,25000,10/3/2022,1
C,64816,10/16/2022,1
C,14848,2/21/2022,1
A,123730,4/10/2022,2
A,4597,5/27/2022,1
A,102769,3/13/2022,1
B,4741,2/13/2022,1
B,268,7/22/2022,1
C,111382,2/4/2022,1
C,120418,2/17/2022,1
B,111436,9/9/2022,1
C,111985,10/7/2022,1
E,96136,7/25/2022,5.392000079
E,41686,10/14/2022,2
D,110581,9/7/2022,1
A,121039,1/26/2022,1
A,118429,6/25/2022,1
C,99457,5/19/2022,2
E,6163,3/14/2022,4
E,4930,3/19/2022,1
B,95443,2/4/2022,2
E,223,4/8/2022,1
A,120418,5/15/2022,2
A,101635,4/5/2022,4
A,10654,9/1/2022,2
D,57976,5/2/2022,2
C,7450,3/1/2022,1
E,30778,4/27/2022,4
E,117610,6/28/2022,1
B,124396,5/15/2022,1
D,304,9/8/2022,6
D,116962,9/8/2022,1
E,304,10/12/2022,3
C,122785,3/3/2022,1
E,11509,3/19/2022,1
B,610,3/9/2022,2
E,29653,6/26/2022,1
A,43738,2/6/2022,1
A,123478,3/12/2022,1
D,30778,6/30/2022,1
D,14848,8/12/2022,2
A,39238,9/21/2022,1
B,55879,1/24/2022,1
A,3328,2/26/2022,4
C,30175,3/29/2022,5
A,97531,8/29/2022,1
A,3328,7/18/2022,1
C,95119,5/25/2022,2
D,114658,8/27/2022,1
D,3652,9/3/2022,1
C,113281,4/28/2022,1
B,12355,2/13/2022,3
B,29896,4/7/2022,1
B,14947,6/6/2022,2
C,7450,5/17/2022,3
E,43738,6/6/2022,1
D,117745,5/7/2022,5
D,94336,10/16/2022,2
B,13003,4/8/2022,1
B,110320,6/15/2022,1
A,10852,2/7/2022,1
B,120418,2/23/2022,1
A,29311,3/5/2022,1
A,124414,4/10/2022,2
D,100537,6/1/2022,1
C,113110,4/19/2022,1
E,12355,6/4/2022,2
B,122560,2/28/2022,1
B,122740,2/22/2022,1
D,19123,9/7/2022,1
E,76399,7/30/2022,1
E,117610,8/6/2022,1
D,30454,3/13/2022,2
D,19114,4/5/2022,1
A,43279,8/3/2022,1
A,117286,5/8/2022,3
A,116962,6/5/2022,1
D,44989,5/31/2022,1
D,97531,8/11/2022,1
D,529,8/10/2022,1
C,43279,7/11/2022,1
C,15658,5/24/2022,1
C,45412,3/21/2022,1
C,10852,8/16/2022,4
B,4480,2/1/2022,2
B,106054,7/26/2022,1
E,41686,7/1/2022,3
D,107224,7/9/2022,1
A,104839,8/27/2022,1
A,2806,9/29/2022,3
C,121714,3/9/2022,1
C,11509,7/25/2022,2
E,3652,4/25/2022,1
D,111004,7/18/2022,2
C,43405,5/26/2022,3
B,97531,3/14/2022,1
A,93895,7/25/2022,1
A,1852,3/26/2022,1
A,952,10/2/2022,1
D,121714,4/8/2022,4
E,313,4/6/2022,1
B,1204,7/7/2022,2
D,76399,7/28/2022,4
A,41488,7/9/2022,1
E,27790,9/9/2022,1
E,120418,9/10/2022,4
B,40309,3/29/2022,1
A,95119,6/2/2022,2
D,23785,9/15/2022,2
C,119779,2/19/2022,1
B,3679,10/1/2022,2
E,10924,3/24/2022,1
E,92482,10/5/2022,8
A,42658,2/18/2022,1
B,117610,10/7/2022,1
A,51109,8/5/2022,1
A,114658,4/10/2022,2
C,10060,3/29/2022,2
B,102769,9/16/2022,1
A,45169,4/9/2022,5
B,57976,6/15/2022,1
E,9628,4/18/2022,1
A,113110,3/29/2022,1
C,12355,8/23/2022,1
C,9925,7/28/2022,1
B,24154,5/21/2022,1
D,110860,9/14/2022,1
C,94948,4/15/2022,1
C,16009,5/4/2022,1
A,12220,2/4/2022,1
B,98467,3/19/2022,1
A,108412,8/23/2022,1
D,121039,2/20/2022,1
A,94453,3/10/2022,1
E,223,10/12/2022,1
D,45115,5/21/2022,2
B,10609,3/4/2022,1
A,31579,2/11/2022,1
A,259,8/6/2022,2
C,25000,3/18/2022,1
E,95119,7/6/2022,1
A,124414,8/23/2022,3
A,64816,8/24/2022,4
C,29941,8/5/2022,2
A,42658,2/16/2022,1
A,43738,2/23/2022,3
A,23938,5/24/2022,1
A,19114,7/15/2022,1
C,117196,3/17/2022,1
C,111868,8/16/2022,1
B,3328,8/29/2022,5
B,268,7/25/2022,3
A,3940,5/8/2022,2
D,95137,2/6/2022,4
D,952,6/5/2022,1
B,93913,2/27/2022,1
E,29653,6/20/2022,1
E,116836,9/27/2022,1
D,23785,2/11/2022,2
A,12166,2/21/2022,1
E,116062,9/4/2022,2
D,11230,1/22/2022,2
A,117286,6/20/2022,2
D,9925,7/3/2022,3
D,110077,10/6/2022,1
B,9637,10/13/2022,2
C,23785,8/3/2022,1
A,93679,3/2/2022,2
B,3526,2/26/2022,1
A,45115,8/10/2022,2
C,4705,8/30/2022,1
C,44989,2/9/2022,2
D,124414,6/1/2022,1
E,1681,6/20/2022,1
E,95443,8/19/2022,1
C,57058,6/6/2022,5
B,4597,2/3/2022,1
B,10654,3/5/2022,1
C,104470,9/30/2022,1
B,11509,7/4/2022,4
C,117745,5/19/2022,2
D,4705,6/16/2022,2
B,100501,3/25/2022,1
B,115846,4/28/2022,1
B,118033,8/10/2022,1
B,113281,8/24/2022,1
A,100177,7/31/2022,1
A,116062,8/5/2022,2
C,105622,2/12/2022,1
A,592,7/24/2022,1
E,259,5/27/2022,1
E,117736,10/11/2022,2
B,111382,7/20/2022,2
C,100501,6/24/2022,2
E,116062,4/4/2022,2
E,55906,7/27/2022,1
D,2806,8/16/2022,1
C,123586,5/19/2022,1
B,23785,2/19/2022,2
B,7108,4/1/2022,1
D,1681,4/29/2022,1
D,120994,10/14/2022,1
C,322,9/17/2022,1
C,23938,2/13/2022,2
C,14848,8/23/2022,1
E,117610,4/19/2022,1
E,102490,8/9/2022,6.918000102
A,14848,8/27/2022,1
B,94345,3/21/2022,1
C,122560,1/29/2022,1
C,9925,5/6/2022,1
